,political_review,date
346,"Egypt to receive 15,000 doses of COVID-19 anti-body medicine",2021-08-18
347,Egypt’s overpopulation is a challenge that requires presidential intervention: Deputy health minister,2021-08-18
348,In Photos: Installation of first hydroelectric turbine in Tanzanian dam by Egyptian consortium,2021-08-18
349,"Head of Egypt's General Intelligence Service visits Ramallah, Tel Aviv to push peace process",2021-08-18
350,In Photos: 34 archaeological coins seized at Cairo airport before being smuggled ,2021-08-18
351,"Egypt reports 112 new coronavirus cases, 5 deaths on Tuesday ",2021-08-18
352,"Egypt receives 299,680 AstraZeneca doses from UK under COVAX",2021-08-17
353,Back to normal: Egypt's Thanaweya Amma grades see a 'change in culture',2021-08-17
354,"Egypt, Somalia discuss means of boosting ties, regional developments",2021-08-17
355,Sisi honours Egyptian athletes who won medals at Tokyo Olympics,2021-08-17
356,"Egyptian, US naval forces conduct joint exercise in southern fleet zone",2021-08-17
357,74% of students passed Egypt's 2021 Thanaweya Amma final exams: Education minister,2021-08-17
358,Egypt to organise ‘tourism week’ for senior Serbian figures in Sharm El-Sheikh,2021-08-17
359,"Egypt reports 107 new coronavirus cases, 6 deaths on Monday",2021-08-17
360,Egypt keen to provide all forms of support to Somalia: Egyptian PM,2021-08-17
361,"Egypt to make COVID-19 vaccination mandatory in public institutions, says Presidential adviser",2021-08-16
362,"Sisi, Japanese FM discuss latest developments in Middle East, Afghanistan",2021-08-16
363,"Japan, Egypt agree to cooperate on Afghanistan issue: FM Motegi",2021-08-16
364,Five endangered sea turtles rescued after being hunted : Environment ministry,2021-08-16
365,"Egypt targets vaccinating 800,000 people per day: Health minister",2021-08-16
366,Egypt’s parliament to open public dialogue over law regulating old rent,2021-08-16
367,Egypt’s FM to hold talks with Japanese counterpart in Cairo Monday,2021-08-16
368,Egypt voices full solidarity with Algeria amid deadly wildfires,2021-08-16
369,"Egypt reports 101 new coronavirus cases, 4 deaths on Sunday",2021-08-16
370,"Egypt’s Sisi orders quick formulation of plan to vaccinate university and school staff, students",2021-08-16
371,Egypt’s PM probes fostering technical education cooperation with Japan,2021-08-15
372,Egypt's unemployment rate drops in Q2 2021,2021-08-15
373,"Egypt keen to strengthen cooperation with US at security, intelligence levels: President Sisi",2021-08-15
374,Egypt calls for forming new government in Lebanon after Akkar's explosion,2021-08-15
375,Egypt condoles with Russia over firefighting aircraft crash in Turkey,2021-08-15
376,Egypt condoles with Haiti over devastating earthquake,2021-08-15
377,"Egypt reports 99 new coronavirus cases, 6 deaths on Saturday",2021-08-15
378,"Egypt needs civil society organizations, economic reform and job creation inevitable: President Sisi ",2021-08-14
379,Egypt-UAE military drills 'Zayed 3' wrap up Saturday ,2021-08-14
380,Egypt to save EGP 1.6 bln by installing 1.5 mln energy-saving streetlights across country,2021-08-14
381,Egyptian state seeks to restructure subsidies not eliminate them: President Sisi,2021-08-14
382,Foreign ambassadors in Egypt hail arrival of 3rd coronavirus vaccine shipment under COVAX,2021-08-14
383,Egypt receives 1.76 mln doses of AstraZeneca vaccine: Health minister,2021-08-14
384,"Qatar’s S’hail Holding Group donates $10,000 for Ethiopia’s Nile dam GERD",2021-08-14
385,Hot temperatures to continue in Egypt this week: EMA,2021-08-14
386,"Egypt reports 97 new coronavirus cases, 5 deaths on Friday ",2021-08-14
387,USS Monterey first US Warship to visit Egypt’s Berenice Naval Base,2021-08-13
388,Navigation in new Nagea Hammadi barrage back to normal after tugboat sinks,2021-08-13
389,UK Ambassador to Cairo Geoffrey Adams bids Egyptians farewell after three ‘fantastic’ years,2021-08-13
390,"Egypt reports 95 new coronavirus cases, seven deaths on Thursday ",2021-08-13
391,Egyptian Armed Forces kill 13 terrorists in exchange of fire in Sinai: Army,2021-08-13
392,Sisi extends service of Egypt's Mufti for another year,2021-08-12
393,"High turnout as over 100,000 vaccinated on Thursday: Egypt’s Health Minister ",2021-08-12
394,Johnson & Johnson shots delivered to vaccination centres in Egypt,2021-08-12
395,President Sisi pays tribute to Egyptian youth on World Youth Day,2021-08-12
396,"Delta variant has not appeared in Egypt so far, mutations expected: Presidential health advisor",2021-08-12
397,Egypt condoles Mali over terrorist attacks victims,2021-08-12
398,"Egypt reports 91 new coronavirus cases, 9 deaths on Wednesday",2021-08-12
399,New bridge in Cairo to be named after Olympic gold medallist Feryal Ashraf,2021-08-11
400,Egypt to receive COVID-19 vaccine shipments later this month: Health minister ,2021-08-11
401,"Cairo University to start second vaccination campaign for faculty members, employees on 15 August",2021-08-11
402,"Two Russian media delegations inspect safety, health measures in Sharm El-Sheikh, Hurghada",2021-08-11
403,"Egypt reports 86 new coronavirus cases, 6 deaths on Tuesday",2021-08-11
404,Egypt receives over half-million doses of AstraZeneca vaccine from Romania,2021-08-10
405,Egypt aspires to explore further cooperation prospects with UAE: El-Sisi ,2021-08-10
406,4 groups to be barred from receiving travel-dedicated Johnson & Johnson vaccine: Health ministry source,2021-08-10
407,Al-Azhar condemns Mali terrorist attacks,2021-08-10
408,Sisi issues decree establishing Egypt University of Informatics in New Administrative Capital,2021-08-10
409,Afreximbank willing to cooperate with Egypt to manufacture various coronavirus vaccines for Africa,2021-08-10
410,Egypt extends its condolences to Algeria over wildfire victims,2021-08-10
411,Coordination underway to increase frequency of Russian flights to Egypt: Tourism minister,2021-08-10
412,Sharm El-Sheikh receives 1st EgyptAir direct flight from Moscow since 2015 ,2021-08-10
413,1st Russian flight arrives at Sharm El-Sheikh airport after 6 year hiatus,2021-08-10
414,"Egypt reports 83 new coronavirus cases, 7 deaths on Monday",2021-08-10
415,"Egypt, UAE sign deal to manufacture bi-fuel pickup vehicles",2021-08-09
416,"Egypt, Israel ministers discuss plans for liquefying Israeli gas by Egyptian firms",2021-08-09
417,Egypt sends 3 planes with medical aid to Tunisia,2021-08-09
418,Algeria received positive response over its GERD initiative: President Tebboune,2021-08-09
419,Return of Russian tourists will give large boost to Egypt's economy: MPs say,2021-08-09
420,Irrigation minister asserts necessity of Egyptian-Iraqi cooperation to achieve sustainable development,2021-08-09
421,"Cairo, Moscow discuss increasing direct flights to Egyptian resorts: Ambassador",2021-08-09
422,Hurghada airport receives 2nd direct flight from Russia on Monday as 6-year hiatus ends,2021-08-09
423,"President Sisi greets Egyptians, Muslim world on new Hijri year",2021-08-09
424,"Some bridges, axes to be named after Egypt Olympic champions: President Sisi ",2021-08-09
425,Egypt receives first batch of single-dose Johnson & Johnson vaccine,2021-08-09
426,In Photos - Hurghada International Airport receives 1st flight from Russia after 6-year hiatus,2021-08-09
427,"Egypt reports 65 new coronavirus cases, 9 deaths on Sunday",2021-08-09
428,Cairo governor forms two committees to investigate fire aboard Nile cruise boat,2021-08-08
429,Sisi urges completion of studies required for effective application of advanced desalination technology,2021-08-08
430,Egypt's President Sisi renews Osama Rabie's chairmanship of SCA for 1 year,2021-08-08
431,Thursday 12 August declared paid holiday for private sector to commemorate Hijri new year,2021-08-08
432,"Sisi invites Bahrain's king to visit Cairo, stresses need to boost ties in message conveyed by FM",2021-08-08
433,Egypt focused on renewing religious discourse under Sisi's directives: Religious Endowments minister,2021-08-08
434,Fire erupts aboard Nile cruise boat in Egypt; no casualties,2021-08-08
435,"Egypt, Bahrain’s FMs discuss coordinating stances, exchanging visions on regional developments",2021-08-08
436,Amounts of water reaching Aswan High Dam’s lake increasing: Egypt’s irrigation minister,2021-08-08
437,"Egypt reports 61 new coronavirus cases, 4 deaths on Saturday",2021-08-08
438,Egypt’s FM heading to Bahrain in official visit,2021-08-07
439,Policeman detained over shooting deaths of two people in Egypt’s Qalyubia,2021-08-07
440,"Egypt’s gold medal in Karate is something to be proud of, affirms ability of Egyptians to make achievements: President Sisi",2021-08-07
441,"Egypt keen to boost cooperation with Baghdad, Sisi tells Iraqi defence minister",2021-08-07
442,Egypt's heatwave to start breaking on Sunday,2021-08-07
443,Egypt sends 2 Chinook helicopters to help in extinguishing Greek forest fire,2021-08-07
444,Sisi 'proud' of Egypt's handball team achievements after finishing 4th at the Tokyo Olympics,2021-08-07
445,Egypt to receive first batch of single-dose Johnson & Johnson vaccine Monday,2021-08-07
446,In Photos: Egypt transports King Khufu's first boat to Grand Egyptian Museum,2021-08-07
447,"Egypt reports 57 new coronavirus cases, 5 deaths on Friday",2021-08-07
448,Khufu's Boat to begin long journey to Grand Egyptian Museum ,2021-08-06
449,Prosecution orders detention of policeman for shooting deaths of two brothers,2021-08-06
450,"Egypt reports 51 new coronavirus cases, 7 deaths on Thursday",2021-08-06
451,"Moscow ready to exert all possible efforts to resolve GERD issue, says envoy",2021-08-05
452,Egyptian parliament declares support for Tunisian president's measures to secure aspirations of Tunisian people,2021-08-05
453,Egypt prosecution orders jail of abusive husband and father,2021-08-05
454,Egypt urges end to discriminatory travel measures based on assumptions about efficacy of some vaccines,2021-08-05
455,Thursday 12 August off in Egypt to mark Hijri new year,2021-08-05
456,Former Egyptian Housing Minister Hasaballah El-Kafrawy passes away aged 91,2021-08-05
457,PM Madbouly orders finalisation of strategy to promote yacht tourism in Egypt,2021-08-05
458,Coronavirus risk 'moderate' in Egypt: Health minister,2021-08-05
459,Egypt signs accord to host African Organisation for Housing Cooperatives’ HQ,2021-08-05
460,Egypt expresses solidarity with Greece in its battle against raging wildfires,2021-08-05
461,"Egypt reports 57 new coronavirus cases, 10 deaths on Wednesday",2021-08-05
462,Shoukry affirms to Italy's FM the importance of supporting stability in Tunisia,2021-08-04
463,Egypt calls upon international community to exert all possible efforts to support Lebanese people: President Sisi,2021-08-04
464,Egypt not among list of 65 countries to which US donated more than 110 mln vaccines,2021-08-04
465,Egypt issues commemorative coin to mark Pharaohs’ Golden Parade,2021-08-04
466,"Egypt reports 53 new coronavirus cases, 5 deaths on Tuesday",2021-08-04
467,Your guide for COVID-19 vaccination before travelling from Egypt,2021-08-04
468,Egypt's Supply ministry says studying increasing subsidized bread price after Sisi's remarks,2021-08-03
469,"Egypt supports Tunisian president's 'historic' measures, FM Shoukry tells Kais Saied",2021-08-03
470,"We need to raise the very low price of subsidised bread to help provide much needed school meals to our children, Sisi says",2021-08-03
471,"Egypt reports 51 new coronavirus cases, 7 deaths on Monday",2021-08-03
472,Sisi affirms Egypt's determination to complete construction of Tanzania's Julius Nyerere hydropower dam ,2021-08-03
473,"Rafah crossing remains open to let in aid, wounded Palestinians",2021-08-03
474,Ifta organisations have role to play in correcting misconceptions about religion: President Sisi ,2021-08-02
475,FM Shoukry asserts Egypt's firm support of Palestinian cause,2021-08-02
